name,address,city,state,zip,phone,LAT,LON,hasSpecialties,ADDICTION MEDICINE,ADVANCED HEART FAILURE AND TRANSPLANT CARDIOLOGY,ALLERGY/IMMUNOLOGY,ANESTHESIOLOGY,ANESTHESIOLOGY ASSISTANT,AUDIOLOGIST,CARDIAC ELECTROPHYSIOLOGY,CARDIAC SURGERY,CARDIOVASCULAR DISEASE (CARDIOLOGY),CERTIFIED NURSE MIDWIFE,CERTIFIED REGISTERED NURSE ANESTHETIST,CHIROPRACTIC,CLINICAL NURSE SPECIALIST,CLINICAL PSYCHOLOGIST,CLINICAL SOCIAL WORKER,COLORECTAL SURGERY (PROCTOLOGY),CRITICAL CARE (INTENSIVISTS),DENTIST,DERMATOLOGY,DIAGNOSTIC RADIOLOGY,EMERGENCY MEDICINE,ENDOCRINOLOGY,FAMILY PRACTICE,GASTROENTEROLOGY,GENERAL PRACTICE,GENERAL SURGERY,GERIATRIC MEDICINE,GERIATRIC PSYCHIATRY,GYNECOLOGICAL ONCOLOGY,HAND SURGERY,HEMATOLOGY,HEMATOLOGY/ONCOLOGY,HEMATOPOIETIC CELL TRANSPLANTATION AND CELLULAR TH,HOSPICE/PALLIATIVE CARE,HOSPITALIST,INFECTIOUS DISEASE,INTERNAL MEDICINE,INTERVENTIONAL CARDIOLOGY,INTERVENTIONAL PAIN MANAGEMENT,INTERVENTIONAL RADIOLOGY,MAXILLOFACIAL SURGERY,MEDICAL ONCOLOGY,NEPHROLOGY,NEUROLOGY,NEUROPSYCHIATRY,NEUROSURGERY,NUCLEAR MEDICINE,NURSE PRACTITIONER,OBSTETRICS/GYNECOLOGY,OCCUPATIONAL THERAPY,OPHTHALMOLOGY,OPTOMETRY,ORAL SURGERY,ORTHOPEDIC SURGERY,OSTEOPATHIC MANIPULATIVE MEDICINE,OTOLARYNGOLOGY,PAIN MANAGEMENT,PATHOLOGY,PEDIATRIC MEDICINE,PERIPHERAL VASCULAR DISEASE,PHYSICAL MEDICINE AND REHABILITATION,PHYSICAL THERAPY,PHYSICIAN ASSISTANT,PLASTIC AND RECONSTRUCTIVE SURGERY,PODIATRY,PREVENTATIVE MEDICINE,PSYCHIATRY,PULMONARY DISEASE,RADIATION ONCOLOGY,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,RHEUMATOLOGY,SLEEP MEDICINE,SPEECH LANGUAGE PATHOLOGIST,SPORTS MEDICINE,SURGICAL ONCOLOGY,THORACIC SURGERY,UNDEFINED PHYSICIAN TYPE (SPECIFY),UROLOGY,VASCULAR SURGERY,id
North Western Melbourne,720 Swanston Street,Carlton,Victoria,3053,03 9341 1000,-37.799299,144.964529,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP239
Country WA,Clarendon Street,Derby,Western Australia,6728,08 9193 3333,-17.306339,123.633399,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP240
,601/438 Victoria Street,Darlinghurst,New South Wales,2010,02 8382 6622,-33.879519,151.220852,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP241
Western Victoria,32-36 Anderson Street,Dimboola,Victoria,3414,03 5389 1301,-36.449887,142.024286,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP242
Western Queensland,Corner of Jane and Cowildi Streets,Dirranbandi,Queensland,4486,07 4625 8222,-28.579349,148.229159,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP243
North Western Melbourne,29-35 Grant Street,Bacchus Marsh,Victoria,3340,03 5367 2000,-37.678267,144.433264,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP244
Country WA,48 Blenheim Road,Dongara,Western Australia,6525,08 9927 0200,-29.265173,114.934179,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP245
Country WA,Bentley Street,Donnybrook,Western Australia,6239,08 9780 4333,-33.576942,115.816547,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP246
,1119 Doncaster Road,Donvale,Victoria,3111,03 9841 1400,-37.789836,145.171655,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP247
Western Queensland,Sharpe Street,Doomadgee,Queensland,4830,07 4745 8800,-17.942527,138.825267,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP248
North Coast,14 Beech Street,Dorrigo,New South Wales,2453,02 6692 7700,-30.340625,152.713882,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP249
,146 Derby Street,Pascoe Vale,Victoria,3044,03 8371 9477,-37.723402,144.947436,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP250
Western NSW,Myall Street,Dubbo,New South Wales,2830,02 6809 6809,-32.239339,148.620772,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP251
,261 March Street,Orange,New South Wales,2800,02 6362 8122,-33.282219,149.121236,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP252
Country WA,Mcintyre Street,Dumbleyung,Western Australia,6350,08 9863 5222,-33.310409,117.740499,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP253
Western NSW,70 Digilah Street,Dunedoo,New South Wales,2844,02 6370 3000,-32.017204,149.397366,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP254
Hunter New England and Central Coast,58 Hospital Road,Dungog,New South Wales,2420,02 4995 7000,-32.401948,151.746157,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP255
Northern Queensland,Queen Elizabeth Drive,Dysart,Queensland,4745,07 4941 1911,-22.582729,148.353044,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP256
Western Victoria,Lot 5B Girdlestone Street,Ararat,Victoria,3377,03 5352 9300,-37.278816,142.932858,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP257
Western Victoria,Delacombe Way,Willaura,Victoria,3379,03 5354 1600,-37.544798,142.74587,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP258
Murray,26 Duncan Street,Birchip,Victoria,3483,03 5477 7100,-35.980167,142.915891,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP259
Murray,4 Menzies Street,Charlton,Victoria,3525,03 5477 6800,-36.271037,143.345889,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP260
Murray,7 Aitken Avenue,Donald,Victoria,3480,03 5478 6200,-36.366895,142.976583,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP261
Western Victoria,52 North Western Road,St Arnaud,Victoria,3478,03 5477 2100,-36.609275,143.246676,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP262
Murray,19 Grandview Street,Wycheproof,Victoria,3527,03 5478 0700,-36.078447,143.233779,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP263
,"Level 3, Campus Centre Building, Prince of Wales Hospital, Barker Street",Randwick,New South Wales,2031,02 9382 0700,-33.920616,151.237986,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP264
Murray,9-27 Francis Street,Echuca,Victoria,3564,03 5485 5000,-36.138186,144.748369,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP265
Western Victoria,128-134 Elizabeth Street,Edenhope,Victoria,3318,03 5585 9800,-37.035323,141.288829,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP266
"Central Queensland, Wide Bay and Sunshine Coast",Cracow Road,Eidsvold,Queensland,4627,07 4165 7100,-25.382639,151.125494,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP267
Brisbane North,Hamilton Road,Chermside,Queensland,4032,07 3139 6500,-27.385905,153.025152,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP268
Country SA,6 Memorial Terrace,Elliston,South Australia,5670,08 8687 9001,-33.647912,134.892443,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP269
"Central Queensland, Wide Bay and Sunshine Coast",69 Hospital Road,Emerald,Queensland,4720,07 4987 9400,-23.514826,148.154989,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP270
,"Suite 3, Oxford Place, 44-46 Oxford Street",Epping,New South Wales,2121,02 9868 6555,-33.771132,151.083676,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP271
,29 Simpson Street,East Melbourne,Victoria,3002,03 9419 7122,-37.815662,144.987547,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP272
,1 Arnold Street,Box Hill,Victoria,3128,03 8807 7100,-37.814678,145.119368,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP273
,166 Clarendon Street,East Melbourne,Victoria,3002,03 9483 3833,-37.810694,144.984107,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP274
,320 Victoria Parade,East Melbourne,Victoria,3002,03 9418 8188,-37.809284,144.98212,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP275
,1 Epworth Place,Waurn Ponds,Victoria,3216,03 5271 7777,-38.193882,144.302472,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP276
,50 Burwood Road,Hawthorn,Victoria,3122,03 9415 5777,-37.821229,145.023405,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP277
,85 Wilson Street,Brighton,Victoria,3186,03 9591 9200,-37.913689,145.002815,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP278
,888 Toorak Road,Camberwell,Victoria,3124,03 9809 2444,-37.846223,145.054689,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP279
,89 Bridge Road,Richmond,Victoria,3121,03 9426 6666,-37.817419,144.993503,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP280
,89 Bridge Road,Richmond,Victoria,3121,03 9426 6666,-37.817433,144.993029,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP281
Darling Downs and West Moreton,30 Highland Street,Esk,Queensland,4312,07 5424 4600,-27.240398,152.418179,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP282
Country WA,Hicks Street,Esperance,Western Australia,6450,08 9071 0888,-33.856188,121.892205,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP283
Tasmania,Chapman Avenue,Dover,Tasmania,7117,03 6298 9200,-43.314749,147.016209,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP284
,35 Rosehill Road,West Essendon,Victoria,3040,03 9337 9577,-37.748597,144.885403,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP285
Country SA,40 Ward Street,Eudunda,South Australia,5374,08 8566 2007,-34.175482,139.090586,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP286
Western NSW,Cooper Street,Eugowra,New South Wales,2806,02 6850 4000,-33.424421,148.366799,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP287
Country WA,Lyon Street,Exmouth,Western Australia,6707,08 9949 3666,-21.928276,114.119882,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP288
,"Level 5, St Andrews Place, 33 North Street",Spring Hill,Queensland,4000,07 3831 4244,-27.461026,153.021898,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP289
,22-26 Sanders Street,Upper Mt Gravatt,Queensland,4122,07 3420 2666,-27.557642,153.082042,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP290
South Western Sydney,Corner of Polding Street and Prairie Vale Road,Prairiewood,New South Wales,2176,02 9616 8111,-33.860117,150.904339,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP291
,1 Suttor Place,Figtree,New South Wales,2525,02 4255 5000,-34.440199,150.851024,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP292
Murrumbidgee,20-22 Dawe Avenue,Finley,New South Wales,2713,03 5883 1133,-35.641725,145.568139,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP293
Perth South,11 Robin Warren Drive,Murdoch,Western Australia,6150,08 6152 2222,-32.07012,115.846909,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP294
Country WA,Fallon Road,Fitzroy Crossing,Western Australia,6765,08 9166 1777,-18.191439,125.562765,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP295
Tasmania,James Street,Whitemark,Tasmania,7255,03 6359 2122,-40.121173,148.017059,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP296
Adelaide,Flinders Drive,Bedford Park,South Australia,5042,08 8204 5511,-35.022229,138.569439,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP297
,1 Flinders Drive,Bedford Park,South Australia,5042,08 8275 3333,-35.020629,138.568089,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP298
,29-41 South Street,Forster,New South Wales,2428,02 6555 1333,-32.188561,152.514079,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP299
,"Levels 6 and 7, Corner of Grattan Street and Flemington Road",Parkville,Victoria,3052,03 9344 5000,-37.798758,144.955135,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP300
South Eastern Melbourne,2 Hastings Road,Frankston,Victoria,3199,03 9784 7777,-38.150791,145.128428,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP301
,24-28 Frankston Flinders Road,Frankston,Victoria,3199,03 8796 1300,-38.154662,145.132902,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP302
Perth South,Alma Street,Fremantle,Western Australia,6160,08 9431 3333,-32.058263,115.751448,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP303
,19-23 Bingera Street,Bundaberg,Queensland,4670,07 4331 1000,-24.870831,152.3429,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP304
,293-295 Fullarton Road,Parkside,South Australia,5063,08 8272 0233,-34.949265,138.624852,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP305
Darling Downs and West Moreton,97-103 William Street,Gatton,Queensland,4343,07 5468 4188,-27.566778,152.276269,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP306
Country SA,21 Hutchinson Road,Gawler East,South Australia,5118,08 8521 2000,-34.593743,138.755044,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP307
"Central Queensland, Wide Bay and Sunshine Coast",69 Warton Street,Gayndah,Queensland,4625,07 4161 3500,-25.631384,151.604531,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP308
Tasmania,47 Anne Street,George Town,Tasmania,7253,03 6702 6020,-41.103782,146.821149,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP309
Country WA,51-85 Shenton Street,Geraldton,Western Australia,6530,08 9956 2222,-28.782808,114.610844,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP310
Western NSW,6 Chelmsford Avenue,Gilgandra,New South Wales,2827,02 6880 5900,-31.704565,148.664889,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP311
"Central Queensland, Wide Bay and Sunshine Coast",5 King Street,Gin Gin,Queensland,4671,07 4157 2222,-24.985707,151.953449,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP312
Gippsland,69-75 Bridge Street,Korumburra,Victoria,3950,03 5654 2777,-38.430328,145.828249,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP313
Gippsland,66 Koonawarra Road,Leongatha,Victoria,3953,03 5667 5555,-38.487171,145.950343,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP314
"Central Queensland, Wide Bay and Sunshine Coast",Park Street,Gladstone,Queensland,4680,07 4976 3200,-23.850654,151.248532,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP315
,544 Hawthorn Road,Caulfield South,Victoria,3162,03 9595 6600,-37.900377,145.019265,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP316
Hunter New England and Central Coast,94 Taylor Street,Glen Innes,New South Wales,2370,02 6739 0200,-29.733293,151.731673,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP317
,5 Farrell Street,Glenelg South,South Australia,5045,08 8294 5555,-34.990189,138.512321,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP318
,29 Hilda Crescent,Hawthorn,Victoria,3122,03 9009 3800,-37.819459,145.031544,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP319
,53 Arnisdale Road,Duncraig,Western Australia,6023,08 9447 0111,-31.834253,115.784826,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP320
Adelaide,226 Fullarton Road,Glenside,South Australia,5065,08 7087 1000,-34.943429,138.627714,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP321
Hunter New England and Central Coast,166-182 Church Street,Gloucester,New South Wales,2422,02 6538 5000,-32.014787,151.958556,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP322
Country WA,Yougenup Road,Gnowangerup,Western Australia,6335,08 9827 2222,-33.930469,118.002927,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP323
,14 Hill Street,Southport,Queensland,4215,07 5530 0300,-27.962084,153.385112,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP324
Gold Coast,1 Hospital Boulevard,Southport,Queensland,4215,07 5687 0000,-27.958896,153.381173,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP325
South Eastern Melbourne,125 Golf Links Road,Frankston,Victoria,3199,03 9783 7277,-38.173447,145.149769,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP326
Western NSW,49 Hammond Street,Goodooga,New South Wales,2831,02 6820 6200,-29.110249,147.456114,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP327
Country WA,Forrest Street,Goomalling,Western Australia,6460,08 9629 0100,-31.303928,116.831102,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP328
Darling Downs and West Moreton,Bowen Street,Goondiwindi,Queensland,4390,07 4578 2400,-28.547951,150.302302,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCP329
