,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
210,210,Corowa Hospital,74 Guy Street,Corowa,New South Wales,2646,,260331333,Public,Public,No,,-35.993528,146.383541
211,211,Corrigin Hospital,49 Kirkwood Street,Corrigin,Western Australia,6375,,890630333,Public,Public,No,,-32.324419,117.878816
212,212,Corymbia House,92 David Street,Dandenong,Victoria,3175,,397913533,Private,Private,No,,-37.977201,145.21715
213,213,Cowell District Hospital and Aged Care,17 South Terrace,Cowell,South Australia,5602,,886292437,Public,Public,No,,-33.685299,136.921405
214,214,Cowra Health Service,64 Liverpool Street,Cowra,New South Wales,2794,,263409000,Public,Public,No,,-33.832137,148.692376
215,215,Craigieburn Health Service,274-304 Craigieburn Road,Craigieburn,Victoria,3064,,383383000,Public,Public,No,,-37.596015,144.91928
216,216,Cranbourne Integrated Care Centre,140-154 Sladen Street,Cranbourne,Victoria,3977,,359906789,Public,Public,No,,-38.113312,145.280832
217,217,Creswick District Hospital,1 Napier Street,Creswick,Victoria,3363,,353452403,Public,Public,No,,-37.421192,143.891533
218,218,Crookwell Hospital,17 Kialla Road,Crookwell,New South Wales,2583,,248321300,Public,Public,No,,-34.464222,149.467427
219,219,Crows Nest Day Surgery,"Level 1, 22 Clarke Street",Crows Nest,New South Wales,2065,,299555677,Private,Private,Yes,,-33.825083,151.199293
220,220,Crystal Brook and District Hospital,Edmund Terrace,Crystal Brook,South Australia,5523,,886361100,Public,Public,No,,-33.354297,138.213243
221,221,Culcairn Multi Purpose Service,51-55 Balfour Street,Culcairn,New South Wales,2660,,260298203,Public,Public,No,,-35.667399,147.042104
222,222,Cumberland Hospital,1-11 Hainsworth Street,Westmead,New South Wales,2145,,298403000,Public,Public,Yes,,-33.80159,150.995246
223,223,Cummins and District Memorial Hospital,19-21 Tumby Bay Road,Cummins,South Australia,5631,,886882629,Public,Public,No,,-34.264155,135.73316
224,224,Cunderdin Hospital,Cubbine Road,Cunderdin,Western Australia,6407,,896352222,Public,Public,No,,-31.654404,117.244226
225,225,Cunnamulla Hospital,56 Wicks Street,Cunnamulla,Queensland,4490,,746558100,Public,Public,No,,-28.071658,145.690405
226,226,Dalby Hospital,Hospital Road,Dalby,Queensland,4405,,746690555,Public,Public,No,,-27.167153,151.278905
227,227,Dalwallinu Hospital,Myers Street,Dalwallinu,Western Australia,6609,,896610200,Public,Public,No,,-30.277229,116.656544
228,228,Dame Phyllis Frost Centre - Marmak unit,Riding-Boundary Road,Deer Park,Victoria,3023,,386840000,Public,Public,No,,-37.781307,144.742309
229,229,Dandenong Campus,105-135 David Street,Dandenong,Victoria,3175,,395541000,Public,Public,Yes,,-37.976459,145.218529
230,230,Darwin Private Hospital,Rocklands Drive,Tiwi,Northern Territory,810,,889206011,Private,Private,Yes,,-12.357357,130.881789
231,231,David Berry Hospital,85 Tannery Road,Berry,New South Wales,2535,,244641001,Public,Public,No,,-34.775909,150.712819
232,232,Daylesford District Hospital,13 Hospital Street,Daylesford,Victoria,3460,,353216500,Public,Public,No,,-37.337365,144.145774
233,233,Dee Why Endoscopy Unit,"Level 4, Suite 4402, Dee Why Grand, 834 Pittwater Road",Dee Why,New South Wales,2099,,299826333,Private,Private,No,,-33.75674,151.28363
234,234,Delegate Multi Purpose Service,15 Craigie Street,Delegate,New South Wales,2633,,264598000,Public,Public,No,,-37.04496,148.945958
235,235,Deloraine District Hospital,East Barrack Street,Deloraine,Tasmania,7304,,367012111,Public,Public,No,,-41.528033,146.659605
236,236,Deniliquin Hospital,411 Charlotte Street,Deniliquin,New South Wales,2710,,358822800,Public,Public,No,,-35.524044,144.963301
237,237,Denman Multi Purpose Service,51-53 Ogilvie Street,Denman,New South Wales,2328,,265473999,Public,Public,No,,-32.389483,150.684453
238,238,Denmark Hospital and Health Service,50 Scotsdale Road,Denmark,Western Australia,6333,,898480600,Public,Public,No,,-34.957977,117.353489
239,239,Dental Health Services Victoria,720 Swanston Street,Carlton,Victoria,3053,,393411000,Public,Public,No,,-37.799299,144.964529
240,240,Derby Hospital,Clarendon Street,Derby,Western Australia,6728,,891933333,Public,Public,No,,-17.306339,123.633399
241,241,Diagnostic Endoscopy Centre,601/438 Victoria Street,Darlinghurst,New South Wales,2010,,283826622,Private,Private,No,,-33.879519,151.220852
242,242,Dimboola District Hospital,32-36 Anderson Street,Dimboola,Victoria,3414,,353891301,Public,Public,No,,-36.449887,142.024286
243,243,Dirranbandi Hospital,Corner of Jane and Cowildi Streets,Dirranbandi,Queensland,4486,,746258222,Public,Public,No,,-28.579349,148.229159
244,244,Djerriwarrh Health Service [Bacchus Marsh],29-35 Grant Street,Bacchus Marsh,Victoria,3340,,353672000,Public,Public,No,,-37.678267,144.433264
245,245,Dongara Eneabba Mingenew Health Service,48 Blenheim Road,Dongara,Western Australia,6525,,899270200,Public,Public,No,,-29.265173,114.934179
246,246,Donnybrook Hospital,Bentley Street,Donnybrook,Western Australia,6239,,897804333,Public,Public,No,,-33.576942,115.816547
247,247,Donvale Rehabilitation Hospital,1119 Doncaster Road,Donvale,Victoria,3111,,398411400,Private,Private,No,,-37.789836,145.171655
248,248,Doomadgee Hospital,Sharpe Street,Doomadgee,Queensland,4830,,747458800,Public,Public,No,,-17.942527,138.825267
249,249,Dorrigo Multi Purpose Service,14 Beech Street,Dorrigo,New South Wales,2453,,266927700,Public,Public,No,,-30.340625,152.713882
250,250,Dorset Rehabilitation Centre,146 Derby Street,Pascoe Vale,Victoria,3044,,383719477,Private,Private,No,,-37.723402,144.947436
251,251,Dubbo Hospital,Myall Street,Dubbo,New South Wales,2830,,268096809,Public,Public,Yes,,-32.239339,148.620772
252,252,Dudley-Orange Private Hospital,261 March Street,Orange,New South Wales,2800,,263628122,Private,Private,No,,-33.282219,149.121236
253,253,Dumbleyung Memorial Hospital,Mcintyre Street,Dumbleyung,Western Australia,6350,,898635222,Public,Public,No,,-33.310409,117.740499
254,254,Dunedoo Multi Purpose Service,70 Digilah Street,Dunedoo,New South Wales,2844,,263703000,Public,Public,No,,-32.017204,149.397366
255,255,Dungog Hospital,58 Hospital Road,Dungog,New South Wales,2420,,249957000,Public,Public,No,,-32.401948,151.746157
256,256,Dysart Hospital,Queen Elizabeth Drive,Dysart,Queensland,4745,,749411911,Public,Public,No,,-22.582729,148.353044
257,257,East Grampians Health Service [Ararat],Lot 5B Girdlestone Street,Ararat,Victoria,3377,,353529300,Public,Public,No,,-37.278816,142.932858
258,258,East Grampians Health Service [Willaura],Delacombe Way,Willaura,Victoria,3379,,353541600,Public,Public,No,,-37.544798,142.74587
259,259,East Wimmera Health Service [Birchip],26 Duncan Street,Birchip,Victoria,3483,,354777100,Public,Public,No,,-35.980167,142.915891
260,260,East Wimmera Health Service [Charlton],4 Menzies Street,Charlton,Victoria,3525,,354776800,Public,Public,No,,-36.271037,143.345889
261,261,East Wimmera Health Service [Donald],7 Aitken Avenue,Donald,Victoria,3480,,354786200,Public,Public,No,,-36.366895,142.976583
262,262,East Wimmera Health Service [St Arnaud],52 North Western Road,St Arnaud,Victoria,3478,,354772100,Public,Public,No,,-36.609275,143.246676
263,263,East Wimmera Health Service [Wycheproof],19 Grandview Street,Wycheproof,Victoria,3527,,354780700,Public,Public,No,,-36.078447,143.233779
264,264,Eastern Heart Clinic,"Level 3, Campus Centre Building, Prince of Wales Hospital, Barker Street",Randwick,New South Wales,2031,,293820700,Private,Private,No,,-33.920616,151.237986
265,265,Echuca Regional Health,9-27 Francis Street,Echuca,Victoria,3564,,354855000,Public,Public,No,,-36.138186,144.748369
266,266,Edenhope and District Memorial Hospital,128-134 Elizabeth Street,Edenhope,Victoria,3318,,355859800,Public,Public,No,,-37.035323,141.288829
267,267,Eidsvold Hospital,Cracow Road,Eidsvold,Queensland,4627,,741657100,Public,Public,No,,-25.382639,151.125494
268,268,Ellen Barron Family Centre,Hamilton Road,Chermside,Queensland,4032,,731396500,Public,Public,No,,-27.385905,153.025152
269,269,Elliston Hospital,6 Memorial Terrace,Elliston,South Australia,5670,,886879001,Public,Public,No,,-33.647912,134.892443
270,270,Emerald Hospital,69 Hospital Road,Emerald,Queensland,4720,,749879400,Public,Public,No,,-23.514826,148.154989
271,271,Epping Surgery Centre,"Suite 3, Oxford Place, 44-46 Oxford Street",Epping,New South Wales,2121,,298686555,Private,Private,No,,-33.771132,151.083676
272,272,Epworth Cliveden,29 Simpson Street,East Melbourne,Victoria,3002,,394197122,Private,Private,No,,-37.815662,144.987547
273,273,Epworth Eastern,1 Arnold Street,Box Hill,Victoria,3128,,388077100,Private,Private,Yes,,-37.814678,145.119368
274,274,Epworth Freemasons [Clarendon Street],166 Clarendon Street,East Melbourne,Victoria,3002,,394833833,Private,Private,Yes,,-37.810694,144.984107
275,275,Epworth Freemasons [Victoria Parade],320 Victoria Parade,East Melbourne,Victoria,3002,,394188188,Private,Private,No,,-37.809284,144.98212
276,276,Epworth Geelong,1 Epworth Place,Waurn Ponds,Victoria,3216,,352717777,Private,Private,Yes,,-38.193882,144.302472
277,277,Epworth Hawthorn,50 Burwood Road,Hawthorn,Victoria,3122,,394155777,Private,Private,No,,-37.821229,145.023405
278,278,Epworth Rehabilitation Brighton,85 Wilson Street,Brighton,Victoria,3186,,395919200,Private,Private,No,,-37.913689,145.002815
279,279,Epworth Rehabilitation Camberwell,888 Toorak Road,Camberwell,Victoria,3124,,398092444,Private,Private,No,,-37.846223,145.054689
280,280,Epworth Rehabilitation Richmond,89 Bridge Road,Richmond,Victoria,3121,,394266666,Private,Private,No,,-37.817419,144.993503
281,281,Epworth Richmond,89 Bridge Road,Richmond,Victoria,3121,,394266666,Private,Private,Yes,,-37.817433,144.993029
282,282,Esk Hospital,30 Highland Street,Esk,Queensland,4312,,754244600,Public,Public,No,,-27.240398,152.418179
283,283,Esperance Hospital,Hicks Street,Esperance,Western Australia,6450,,890710888,Public,Public,No,,-33.856188,121.892205
284,284,Esperance Multi Purpose Centre,Chapman Avenue,Dover,Tasmania,7117,,362989200,Public,Public,No,,-43.314749,147.016209
285,285,Essendon Private Hospital,35 Rosehill Road,West Essendon,Victoria,3040,,393379577,Private,Private,No,,-37.748597,144.885403
286,286,Eudunda Hospital,40 Ward Street,Eudunda,South Australia,5374,,885662007,Public,Public,No,,-34.175482,139.090586
287,287,Eugowra Multipurpose Service,Cooper Street,Eugowra,New South Wales,2806,,268504000,Public,Public,No,,-33.424421,148.366799
288,288,Exmouth Hospital,Lyon Street,Exmouth,Western Australia,6707,,899493666,Public,Public,No,,-21.928276,114.119882
289,289,Eye-Tech Day Surgeries,"Level 5, St Andrews Place, 33 North Street",Spring Hill,Queensland,4000,,738314244,Private,Private,Yes,,-27.461026,153.021898
290,290,Eye-Tech Day Surgeries Southside,22-26 Sanders Street,Upper Mt Gravatt,Queensland,4122,,734202666,Private,Private,Yes,,-27.557642,153.082042
291,291,Fairfield Hospital,Corner of Polding Street and Prairie Vale Road,Prairiewood,New South Wales,2176,,296168111,Public,Public,Yes,,-33.860117,150.904339
292,292,Figtree Private Hospital,1 Suttor Place,Figtree,New South Wales,2525,,242555000,Private,Private,Yes,,-34.440199,150.851024
293,293,Finley Hospital,20-22 Dawe Avenue,Finley,New South Wales,2713,,358831133,Public,Public,No,,-35.641725,145.568139
294,294,Fiona Stanley Hospital,11 Robin Warren Drive,Murdoch,Western Australia,6150,,861522222,Public,Public,Yes,,-32.07012,115.846909
295,295,Fitzroy Crossing Hospital,Fallon Road,Fitzroy Crossing,Western Australia,6765,,891661777,Public,Public,No,,-18.191439,125.562765
296,296,Flinders Island Multi Purpose Centre,James Street,Whitemark,Tasmania,7255,,363592122,Public,Public,No,,-40.121173,148.017059
297,297,Flinders Medical Centre,Flinders Drive,Bedford Park,South Australia,5042,,882045511,Public,Public,Yes,,-35.022229,138.569439
298,298,Flinders Private Hospital,1 Flinders Drive,Bedford Park,South Australia,5042,,882753333,Private,Private,Yes,,-35.020629,138.568089
299,299,Forster Private Hospital,29-41 South Street,Forster,New South Wales,2428,,265551333,Private,Private,No,,-32.188561,152.514079
300,300,Frances Perry House,"Levels 6 and 7, Corner of Grattan Street and Flemington Road",Parkville,Victoria,3052,,393445000,Private,Private,Yes,,-37.798758,144.955135
301,301,Frankston Hospital,2 Hastings Road,Frankston,Victoria,3199,,397847777,Public,Public,Yes,,-38.150791,145.128428
302,302,Frankston Private Hospital,24-28 Frankston Flinders Road,Frankston,Victoria,3199,,387961300,Private,Private,No,,-38.154662,145.132902
303,303,Fremantle Hospital,Alma Street,Fremantle,Western Australia,6160,,894313333,Public,Public,Yes,,-32.058263,115.751448
304,304,Friendly Society Private Hospital,19-23 Bingera Street,Bundaberg,Queensland,4670,,743311000,Private,Private,Yes,,-24.870831,152.3429
305,305,Fullarton Private Hospital,293-295 Fullarton Road,Parkside,South Australia,5063,,882720233,Private,Private,No,,-34.949265,138.624852
306,306,Gatton Hospital,97-103 William Street,Gatton,Queensland,4343,,754684188,Public,Public,No,,-27.566778,152.276269
307,307,Gawler Health Service,21 Hutchinson Road,Gawler East,South Australia,5118,,885212000,Public,Public,No,,-34.593743,138.755044
308,308,Gayndah Hospital,69 Warton Street,Gayndah,Queensland,4625,,741613500,Public,Public,No,,-25.631384,151.604531
309,309,George Town Hospital and Community Health Centre,47 Anne Street,George Town,Tasmania,7253,,367026020,Public,Public,No,,-41.103782,146.821149
310,310,Geraldton Hospital,51-85 Shenton Street,Geraldton,Western Australia,6530,,899562222,Public,Public,Yes,,-28.782808,114.610844
311,311,Gilgandra Multi Purpose Service,6 Chelmsford Avenue,Gilgandra,New South Wales,2827,,268805900,Public,Public,No,,-31.704565,148.664889
312,312,Gin Gin Hospital,5 King Street,Gin Gin,Queensland,4671,,741572222,Public,Public,No,,-24.985707,151.953449
313,313,Gippsland Southern Health Service - Korumburra,69-75 Bridge Street,Korumburra,Victoria,3950,,356542777,Public,Public,No,,-38.430328,145.828249
314,314,Gippsland Southern Health Service - Leongatha,66 Koonawarra Road,Leongatha,Victoria,3953,,356675555,Public,Public,No,,-38.487171,145.950343
315,315,Gladstone Hospital,Park Street,Gladstone,Queensland,4680,,749763200,Public,Public,No,,-23.850654,151.248532
316,316,Glen Eira Day Surgery,544 Hawthorn Road,Caulfield South,Victoria,3162,,395956600,Private,Private,No,,-37.900377,145.019265
317,317,Glen Innes Hospital,94 Taylor Street,Glen Innes,New South Wales,2370,,267390200,Public,Public,No,,-29.733293,151.731673
318,318,Glenelg Community Hospital Inc,5 Farrell Street,Glenelg South,South Australia,5045,,882945555,Private,Private,No,,-34.990189,138.512321
319,319,Glenferrie Private Hospital,29 Hilda Crescent,Hawthorn,Victoria,3122,,390093800,Private,Private,No,,-37.819459,145.031544
320,320,Glengarry Private Hospital,53 Arnisdale Road,Duncraig,Western Australia,6023,,894470111,Private,Private,Yes,,-31.834253,115.784826
321,321,Glenside Health Services,226 Fullarton Road,Glenside,South Australia,5065,,870871000,Public,Public,Yes,,-34.943429,138.627714
322,322,Gloucester Hospital,166-182 Church Street,Gloucester,New South Wales,2422,,265385000,Public,Public,No,,-32.014787,151.958556
323,323,Gnowangerup Hospital,Yougenup Road,Gnowangerup,Western Australia,6335,,898272222,Public,Public,No,,-33.930469,118.002927
324,324,Gold Coast Private Hospital,14 Hill Street,Southport,Queensland,4215,,755300300,Private,Private,Yes,,-27.962084,153.385112
325,325,Gold Coast University Hospital,1 Hospital Boulevard,Southport,Queensland,4215,,756870000,Public,Public,Yes,,-27.958896,153.381173
326,326,Golf Links Road Rehabilitation Centre,125 Golf Links Road,Frankston,Victoria,3199,,397837277,Public,Public,No,,-38.173447,145.149769
327,327,Goodooga Health Service,49 Hammond Street,Goodooga,New South Wales,2831,,268206200,Public,Public,No,,-29.110249,147.456114
328,328,Goomalling Hospital,Forrest Street,Goomalling,Western Australia,6460,,896290100,Public,Public,No,,-31.303928,116.831102
329,329,Goondiwindi Hospital,Bowen Street,Goondiwindi,Queensland,4390,,745782400,Public,Public,No,,-28.547951,150.302302
330,330,Gordonvale Hospital,1-11 Highleigh Road,Gordonvale,Queensland,4865,,740433100,Public,Public,No,,-17.087337,145.786159
331,331,Gosford Hospital,76 Holden Street,Gosford,New South Wales,2250,,243202111,Public,Public,Yes,,-33.419451,151.340328
332,332,Goulburn Hospital,130 Goldsmith Street,Goulburn,New South Wales,2580,,248273111,Public,Public,Yes,,-34.747527,149.712806
333,333,Goulburn Valley Health [Shepparton],2 Graham Street,Shepparton,Victoria,3630,,358322322,Public,Public,Yes,,-36.363625,145.404911
334,334,Goulburn Valley Health [Tatura],64-68 Park Street,Tatura,Victoria,3616,,358248400,Public,Public,No,,-36.439082,145.225535
335,335,Goulburn Valley Health [Waranga],14 Coyle Street,Rushworth,Victoria,3612,,358518050,Public,Public,No,,-36.587827,145.008593
336,336,Gove Hospital,80 Matthew Flinders Way,Nhulunbuy,Northern Territory,880,,889870211,Public,Public,No,,-12.18602,136.777874
337,337,Gower Wilson Multi Purpose Service,Lagoon Road,Lord Howe Island,New South Wales,2898,,265632000,Public,Public,No,,-31.535603,159.071307
338,338,Grafton Base Hospital,174 Arthur Street,Grafton,New South Wales,2460,,266402222,Public,Public,No,,-29.674807,152.941274
339,339,Graylands Selby-Lemnos and Special Care Health Service,Brockway Road,Mount Claremont,Western Australia,6010,,893476600,Public,Public,Yes,,-31.961447,115.790855
340,340,Greenslopes Day Surgery,687 Logan Road,Greenslopes,Queensland,4120,,1800802562,Private,Private,No,,-27.510139,153.052889
341,341,Greenslopes Private Hospital,Newdegate Street,Greenslopes,Queensland,4120,,733947111,Private,Private,Yes,,-27.513052,153.046942
342,342,Greenwich Hospital,97-115 River Road,Greenwich,New South Wales,2065,,299038333,Public,Public,No,,-33.827329,151.183376
343,343,Grenfell Multi Purpose Service,80-96 Cowra Road,Grenfell,New South Wales,2810,,263491700,Public,Public,No,,-33.894286,148.167843
344,344,Griffith Hospital,1 Noorebar Avenue,Griffith,New South Wales,2680,,269695555,Public,Public,No,,-34.282121,146.043774
345,345,Griffith Rehabilitation Hospital,13 Dunrobin Road,Hove,South Australia,5048,,882984299,Private,Private,No,,-35.010285,138.523859
346,346,Gulargambone Multi Purpose Service,47 Bourbah Street,Gulargambone,New South Wales,2828,,268274200,Public,Public,No,,-31.329812,148.469216
347,347,Gulgong Multi Purpose Service,34 Goolma Road,Gulgong,New South Wales,2852,,263743400,Public,Public,No,,-32.366871,149.521893
348,348,Gumeracha District Soldiers' Memorial Hospital,2 Albert Street,Gumeracha,South Australia,5233,,882099200,Public,Public,No,,-34.826269,138.881575
349,349,Gundagai Hospital,50 Tor Street,Gundagai,New South Wales,2722,,269406300,Public,Public,No,,-35.051394,148.101764
350,350,Gunnedah Hospital,2 Marquis Street,Gunnedah,New South Wales,2380,,267418000,Public,Public,No,,-30.983146,150.251339
351,351,Guyra Multi Purpose Service,44-48 Sole Street,Guyra,New South Wales,2365,,267384000,Public,Public,No,,-30.213889,151.679112
352,352,Gympie Hospital,12 Henry Street,Gympie,Queensland,4570,,754898444,Public,Public,No,,-26.184353,152.658258
353,353,Gympie Private Hospital,78-82 Channon Street,Gympie,Queensland,4570,,754830500,Private,Private,No,,-26.184392,152.664191
354,354,Halls Creek Hospital,70 Roberta Avenue,Halls Creek,Western Australia,6770,,891689222,Public,Public,No,,-18.226008,127.666046
355,355,Hampstead Rehabilitation Centre,207-255 Hampstead Road,Northfield,South Australia,5085,,882221600,Public,Public,Yes,,-34.860704,138.620381
356,356,Harvey Hospital,42 Hayward Street,Harvey,Western Australia,6220,,897822222,Public,Public,No,,-33.077554,115.896749
357,357,Hawker Memorial Hospital,Cradock Road,Hawker,South Australia,5434,,886484007,Public,Public,No,,-31.893389,138.427841
358,358,Hawkesbury Hospital,2 Day Street,Windsor,New South Wales,2756,,245605555,Public,Public,No,,-33.610712,150.820804
359,359,Hay Hospital,351 Murray Street,Hay,New South Wales,2711,,269908700,Public,Public,No,,-34.500349,144.851433
360,360,Healesville Hospital and Yarra Valley Health,377 Maroondah Highway,Healesville,Victoria,3777,,359624300,Public,Public,No,,-37.646879,145.529032
361,361,Healthscope Independence Services,13 Corporate Drive,Moorabbin,Victoria,3189,,385518888,Private,Private,Yes,,-37.947818,145.081172
362,362,HealthWest (West Coast District Hospital at Queenstown),Orr Street,Queenstown,Tasmania,7467,,364713300,Public,Public,No,,-42.081122,145.558303
363,363,Heathcote Health,39 Hospital Street,Heathcote,Victoria,3523,,354310900,Public,Public,No,,-36.925786,144.709499
364,364,Hedland Health Campus,34 Colebatch Way,South Hedland,Western Australia,6722,,891741410,Public,Public,No,,-20.413541,118.598178
365,365,Heidelberg Endoscopy & Day Surgery Centre,177-179 Northern Road,Heidelberg Heights,Victoria,3081,,394582200,Private,Private,No,,-37.730589,145.060271
366,366,Heidelberg Repatriation Hospital [Heidelberg West],300 Waterdale Road,Heidelberg West,Victoria,3081,,394965000,Public,Public,Yes,,-37.755973,145.04749
367,367,Henty Multi Purpose Service,7 Keighran Street,Henty,New South Wales,2658,,269294999,Public,Public,No,,-35.515801,147.031847
368,368,Herberton Hospital,23 Grace Street,Herberton,Queensland,4887,,740961000,Public,Public,No,,-17.379371,145.38175
369,369,Hervey Bay Hospital,Corner of Nissen and Uraween Roads,Pialba,Queensland,4655,,741206666,Public,Public,Yes,,-25.298697,152.820639
370,370,Hervey Bay Surgical Hospital,146-150 Boat Harbour Drive,Pialba,Queensland,4655,,741944000,Private,Private,No,,-25.287202,152.834651
371,371,Hesse Rural Health Service [Winchelsea],8 Gosney Street,Winchelsea,Victoria,3241,,352671200,Public,Public,No,,-38.243369,143.985357
372,372,Heywood Rural Health,21 Barclay Street,Heywood,Victoria,3304,,355270555,Public,Public,No,,-38.137788,141.624256
373,373,Hillcrest Rockhampton Private Hospital,4 Talford Street,Rockhampton,Queensland,4700,,749321321,Private,Private,No,,-23.377595,150.496076
374,374,Hillston Hospital,48C Burns Street,Hillston,New South Wales,2675,,269617200,Public,Public,No,,-33.478793,145.539032
375,375,Hobart Private Hospital,Argyle Street,Hobart,Tasmania,7000,,362143000,Private,Private,Yes,,-42.880752,147.329886
376,376,Hobsons Bay Endoscopy Centre Altona,Corner of Queen and Sargood Streets,Altona,Victoria,3018,,393988800,Private,Private,Yes,,-37.869448,144.828494
377,377,Hobsons Bay Endoscopy Centre Sydenham,566 Melton Highway,Sydenham,Victoria,3037,,383616400,Private,Private,Yes,,-37.693365,144.758677
378,378,Hobsons Bay Endoscopy Centre Werribee,179 Princes Highway,Werribee,Victoria,3030,,397318000,Private,Private,Yes,,-37.890649,144.686494
379,379,Holbrook Hospital,Bowler Street,Holbrook,New South Wales,2644,,260362522,Public,Public,No,,-35.723991,147.320276
380,380,Hollywood Private Hospital,Monash Avenue,Nedlands,Western Australia,6009,,893466000,Private,Private,Yes,,-31.969693,115.809148
381,381,Holmesglen Private Hospital,490 South Road,Moorabbin,Victoria,3189,,395679000,Private,Private,Yes,,-37.935738,145.050581
382,382,Holy Spirit Northside Private Hospital,627 Rode Road,Chermside,Queensland,4032,,733263000,Private,Private,Yes,,-27.390688,153.022728
383,383,Home Hill Hospital,Tenth Avenue,Home Hill,Queensland,4806,,747905700,Public,Public,No,,-19.661764,147.416759
384,384,Hopewell Hospice,88 Allied Drive,Arundel,Queensland,4214,,755632930,Private,Private,No,,-27.938981,153.380619
385,385,Hornsby Ku-ring-gai Hospital,36-76 Palmerston Road,Hornsby,New South Wales,2077,,294779123,Public,Public,Yes,,-33.701448,151.112941
386,386,Hughenden Hospital,14 Richmond Hill Drive,Hughenden,Queensland,4821,,747412800,Public,Public,No,,-20.8424,144.1892
387,387,Hunter New England Mater Mental Health Service,Edith Street,Waratah,New South Wales,2298,,240335000,Public,Public,Yes,,-32.897873,151.720669
388,388,Hunter Valley Private Hospital,20 Mawson Street,Shortland,New South Wales,2307,,249443744,Private,Private,No,,-32.883085,151.695054
389,389,Hunters Hill Private Hospital,9 Mount Street,Hunters Hill,New South Wales,2110,,288769300,Private,Private,No,,-33.835273,151.150172
390,390,Huon Eldercare,3278 Huon Highway,Franklin,Tasmania,7113,,362647100,Public,Public,No,,-43.080869,147.016382
391,391,Hurstville Private,37 Gloucester Road,Hurstville,New South Wales,2220,,295797777,Private,Private,No,,-33.962333,151.095989
392,392,Illawarra Mental Health Services,,,New South Wales,2500,,,Public,Public,No,,-34.42623,150.891252
393,393,Ingham Hospital,2-16 Mcilwraith Street,Ingham,Queensland,4850,,747203000,Public,Public,No,,-18.652293,146.164222
394,394,Inglewood & District Health Service,3 Hospital Street,Inglewood,Victoria,3517,,354317000,Public,Public,No,,-36.572147,143.873755
395,395,Inglewood Hospital,Cunningham Highway,Inglewood,Queensland,4387,,746520888,Public,Public,No,,-28.417647,151.061856
396,396,Injune Hospital,Fifth Avenue,Injune,Queensland,4454,,746261188,Public,Public,No,,-25.847096,148.562471
397,397,Innisfail Hospital,87 Rankin Street,Innisfail,Queensland,4860,,740161411,Public,Public,No,,-17.518939,146.030049
398,398,Inverell Hospital,41 Swanbrook Road,Inverell,New South Wales,2360,,267219500,Public,Public,No,,-29.770728,151.130139
399,399,Ipswich Day Hospital,10 Churchill Street,Ipswich,Queensland,4305,,732828800,Private,Private,No,,-27.6184,152.7608
400,400,Ipswich Hospital,Chelmsford Avenue,Ipswich,Queensland,4305,,738101111,Public,Public,Yes,,-27.619465,152.759313
401,401,Ivanhoe Hospital,11 Columbus Street,Ivanhoe,New South Wales,2878,,269902200,Public,Public,No,,-32.898193,144.298904
402,402,Jamestown Hospital and Health Service,South Terrace,Jamestown,South Australia,5491,,886641406,Public,Public,No,,-33.212265,138.616249
403,403,Jandowae Hospital,13 Dalby Street,Jandowae,Queensland,4410,,746684555,Public,Public,No,,-26.781016,151.105313
404,404,Jerilderie Multi Purpose Service,33-39 Southey Street,Jerilderie,New South Wales,2716,,358861300,Public,Public,No,,-35.356628,145.720596
405,405,Jessie McPherson Private Hospital,246 Clayton Road,Clayton,Victoria,3168,,395942776,Private,Private,Yes,,-37.9201,145.1225
406,406,John Fawkner Private Hospital,275 Moreland Road,Coburg,Victoria,3058,,393852500,Private,Private,Yes,,-37.754369,144.958398
407,407,John Flynn Private Hospital,42 Inland Drive,Tugun,Queensland,4224,,755989000,Private,Private,Yes,,-28.153911,153.488616
408,408,John Hunter Hospital,Lookout Road,New Lambton,New South Wales,2305,,249213000,Public,Public,Yes,,-32.922177,151.692438
409,409,Jolimont Endoscopy,19/201 Wellington Parade Sth,East Melbourne,Victoria,3002,,396548033,Private,Private,No,,-37.816762,144.978596
410,410,Joondalup Health Campus (Private),Corner of Grand Boulevard and Shenton Avenue,Joondalup,Western Australia,6027,,894009400,Private,Private,Yes,,-31.738788,115.77034
411,411,Joondalup Health Campus (Public),Shenton Avenue,Joondalup,Western Australia,6027,,894009030,Public,Public,Yes,,-31.738788,115.771737
412,412,Joyce Palmer Health Service,Beach Road,Palm Island,Queensland,4816,,747525100,Public,Public,No,,-18.732733,146.578731
413,413,Julia Creek Hospital,1 Burke Street,Julia Creek,Queensland,4823,,747464000,Public,Public,No,,-20.656096,141.749875
414,414,Junee Multi Purpose Service,67 Broadway Street,Junee,New South Wales,2663,,269248200,Public,Public,No,,-34.866914,147.581314
415,415,Justice Health Services,1300 Anzac Parade,Malabar,New South Wales,2036,,297003000,Public,Public,Yes,,-33.96907,151.243206
416,416,Kahlyn Day Centre,40 Briant Road,Magill,South Australia,5072,,883310811,Private,Private,No,,-34.916913,138.669951
417,417,Kalamunda Hospital,Elizabeth Street,Kalamunda,Western Australia,6076,,892578100,Public,Public,No,,-31.966471,116.060267
418,418,Kalbarri Health Centre,Kaiber Street,Kalbarri,Western Australia,6536,,899370100,Public,Public,No,,-27.712843,114.161574
