id,name,address,city,state,zip,phone,type,ownership,emergency,quality,LAT,LON
250,Western NSW,Myall Street,Dubbo,New South Wales,2830,02 6809 6809,,,,,-32.239339,148.620772
251,,261 March Street,Orange,New South Wales,2800,02 6362 8122,,,,,-33.282219,149.121236
252,Country WA,Mcintyre Street,Dumbleyung,Western Australia,6350,08 9863 5222,,,,,-33.310409,117.740499
253,Western NSW,70 Digilah Street,Dunedoo,New South Wales,2844,02 6370 3000,,,,,-32.017204,149.397366
254,Hunter New England and Central Coast,58 Hospital Road,Dungog,New South Wales,2420,02 4995 7000,,,,,-32.401948,151.746157
255,Northern Queensland,Queen Elizabeth Drive,Dysart,Queensland,4745,07 4941 1911,,,,,-22.582729,148.353044
256,Western Victoria,Lot 5B Girdlestone Street,Ararat,Victoria,3377,03 5352 9300,,,,,-37.278816,142.932858
257,Western Victoria,Delacombe Way,Willaura,Victoria,3379,03 5354 1600,,,,,-37.544798,142.74587
258,Murray,26 Duncan Street,Birchip,Victoria,3483,03 5477 7100,,,,,-35.980167,142.915891
259,Murray,4 Menzies Street,Charlton,Victoria,3525,03 5477 6800,,,,,-36.271037,143.345889
260,Murray,7 Aitken Avenue,Donald,Victoria,3480,03 5478 6200,,,,,-36.366895,142.976583
261,Western Victoria,52 North Western Road,St Arnaud,Victoria,3478,03 5477 2100,,,,,-36.609275,143.246676
262,Murray,19 Grandview Street,Wycheproof,Victoria,3527,03 5478 0700,,,,,-36.078447,143.233779
263,,"Level 3, Campus Centre Building, Prince of Wales Hospital, Barker Street",Randwick,New South Wales,2031,02 9382 0700,,,,,-33.920616,151.237986
264,Murray,9-27 Francis Street,Echuca,Victoria,3564,03 5485 5000,,,,,-36.138186,144.748369
265,Western Victoria,128-134 Elizabeth Street,Edenhope,Victoria,3318,03 5585 9800,,,,,-37.035323,141.288829
266,"Central Queensland, Wide Bay and Sunshine Coast",Cracow Road,Eidsvold,Queensland,4627,07 4165 7100,,,,,-25.382639,151.125494
267,Brisbane North,Hamilton Road,Chermside,Queensland,4032,07 3139 6500,,,,,-27.385905,153.025152
268,Country SA,6 Memorial Terrace,Elliston,South Australia,5670,08 8687 9001,,,,,-33.647912,134.892443
269,"Central Queensland, Wide Bay and Sunshine Coast",69 Hospital Road,Emerald,Queensland,4720,07 4987 9400,,,,,-23.514826,148.154989
270,,"Suite 3, Oxford Place, 44-46 Oxford Street",Epping,New South Wales,2121,02 9868 6555,,,,,-33.771132,151.083676
271,,29 Simpson Street,East Melbourne,Victoria,3002,03 9419 7122,,,,,-37.815662,144.987547
272,,1 Arnold Street,Box Hill,Victoria,3128,03 8807 7100,,,,,-37.814678,145.119368
273,,166 Clarendon Street,East Melbourne,Victoria,3002,03 9483 3833,,,,,-37.810694,144.984107
274,,320 Victoria Parade,East Melbourne,Victoria,3002,03 9418 8188,,,,,-37.809284,144.98212
275,,1 Epworth Place,Waurn Ponds,Victoria,3216,03 5271 7777,,,,,-38.193882,144.302472
276,,50 Burwood Road,Hawthorn,Victoria,3122,03 9415 5777,,,,,-37.821229,145.023405
277,,85 Wilson Street,Brighton,Victoria,3186,03 9591 9200,,,,,-37.913689,145.002815
278,,888 Toorak Road,Camberwell,Victoria,3124,03 9809 2444,,,,,-37.846223,145.054689
279,,89 Bridge Road,Richmond,Victoria,3121,03 9426 6666,,,,,-37.817419,144.993503
280,,89 Bridge Road,Richmond,Victoria,3121,03 9426 6666,,,,,-37.817433,144.993029
281,Darling Downs and West Moreton,30 Highland Street,Esk,Queensland,4312,07 5424 4600,,,,,-27.240398,152.418179
282,Country WA,Hicks Street,Esperance,Western Australia,6450,08 9071 0888,,,,,-33.856188,121.892205
283,Tasmania,Chapman Avenue,Dover,Tasmania,7117,03 6298 9200,,,,,-43.314749,147.016209
284,,35 Rosehill Road,West Essendon,Victoria,3040,03 9337 9577,,,,,-37.748597,144.885403
285,Country SA,40 Ward Street,Eudunda,South Australia,5374,08 8566 2007,,,,,-34.175482,139.090586
286,Western NSW,Cooper Street,Eugowra,New South Wales,2806,02 6850 4000,,,,,-33.424421,148.366799
287,Country WA,Lyon Street,Exmouth,Western Australia,6707,08 9949 3666,,,,,-21.928276,114.119882
288,,"Level 5, St Andrews Place, 33 North Street",Spring Hill,Queensland,4000,07 3831 4244,,,,,-27.461026,153.021898
289,,22-26 Sanders Street,Upper Mt Gravatt,Queensland,4122,07 3420 2666,,,,,-27.557642,153.082042
290,South Western Sydney,Corner of Polding Street and Prairie Vale Road,Prairiewood,New South Wales,2176,02 9616 8111,,,,,-33.860117,150.904339
291,,1 Suttor Place,Figtree,New South Wales,2525,02 4255 5000,,,,,-34.440199,150.851024
292,Murrumbidgee,20-22 Dawe Avenue,Finley,New South Wales,2713,03 5883 1133,,,,,-35.641725,145.568139
293,Perth South,11 Robin Warren Drive,Murdoch,Western Australia,6150,08 6152 2222,,,,,-32.07012,115.846909
294,Country WA,Fallon Road,Fitzroy Crossing,Western Australia,6765,08 9166 1777,,,,,-18.191439,125.562765
295,Tasmania,James Street,Whitemark,Tasmania,7255,03 6359 2122,,,,,-40.121173,148.017059
296,Adelaide,Flinders Drive,Bedford Park,South Australia,5042,08 8204 5511,,,,,-35.022229,138.569439
297,,1 Flinders Drive,Bedford Park,South Australia,5042,08 8275 3333,,,,,-35.020629,138.568089
298,,29-41 South Street,Forster,New South Wales,2428,02 6555 1333,,,,,-32.188561,152.514079
299,,"Levels 6 and 7, Corner of Grattan Street and Flemington Road",Parkville,Victoria,3052,03 9344 5000,,,,,-37.798758,144.955135
300,South Eastern Melbourne,2 Hastings Road,Frankston,Victoria,3199,03 9784 7777,,,,,-38.150791,145.128428
301,,24-28 Frankston Flinders Road,Frankston,Victoria,3199,03 8796 1300,,,,,-38.154662,145.132902
302,Perth South,Alma Street,Fremantle,Western Australia,6160,08 9431 3333,,,,,-32.058263,115.751448
303,,19-23 Bingera Street,Bundaberg,Queensland,4670,07 4331 1000,,,,,-24.870831,152.3429
304,,293-295 Fullarton Road,Parkside,South Australia,5063,08 8272 0233,,,,,-34.949265,138.624852
305,Darling Downs and West Moreton,97-103 William Street,Gatton,Queensland,4343,07 5468 4188,,,,,-27.566778,152.276269
306,Country SA,21 Hutchinson Road,Gawler East,South Australia,5118,08 8521 2000,,,,,-34.593743,138.755044
307,"Central Queensland, Wide Bay and Sunshine Coast",69 Warton Street,Gayndah,Queensland,4625,07 4161 3500,,,,,-25.631384,151.604531
308,Tasmania,47 Anne Street,George Town,Tasmania,7253,03 6702 6020,,,,,-41.103782,146.821149
309,Country WA,51-85 Shenton Street,Geraldton,Western Australia,6530,08 9956 2222,,,,,-28.782808,114.610844
310,Western NSW,6 Chelmsford Avenue,Gilgandra,New South Wales,2827,02 6880 5900,,,,,-31.704565,148.664889
311,"Central Queensland, Wide Bay and Sunshine Coast",5 King Street,Gin Gin,Queensland,4671,07 4157 2222,,,,,-24.985707,151.953449
312,Gippsland,69-75 Bridge Street,Korumburra,Victoria,3950,03 5654 2777,,,,,-38.430328,145.828249
313,Gippsland,66 Koonawarra Road,Leongatha,Victoria,3953,03 5667 5555,,,,,-38.487171,145.950343
314,"Central Queensland, Wide Bay and Sunshine Coast",Park Street,Gladstone,Queensland,4680,07 4976 3200,,,,,-23.850654,151.248532
315,,544 Hawthorn Road,Caulfield South,Victoria,3162,03 9595 6600,,,,,-37.900377,145.019265
316,Hunter New England and Central Coast,94 Taylor Street,Glen Innes,New South Wales,2370,02 6739 0200,,,,,-29.733293,151.731673
317,,5 Farrell Street,Glenelg South,South Australia,5045,08 8294 5555,,,,,-34.990189,138.512321
318,,29 Hilda Crescent,Hawthorn,Victoria,3122,03 9009 3800,,,,,-37.819459,145.031544
319,,53 Arnisdale Road,Duncraig,Western Australia,6023,08 9447 0111,,,,,-31.834253,115.784826
320,Adelaide,226 Fullarton Road,Glenside,South Australia,5065,08 7087 1000,,,,,-34.943429,138.627714
321,Hunter New England and Central Coast,166-182 Church Street,Gloucester,New South Wales,2422,02 6538 5000,,,,,-32.014787,151.958556
322,Country WA,Yougenup Road,Gnowangerup,Western Australia,6335,08 9827 2222,,,,,-33.930469,118.002927
323,,14 Hill Street,Southport,Queensland,4215,07 5530 0300,,,,,-27.962084,153.385112
324,Gold Coast,1 Hospital Boulevard,Southport,Queensland,4215,07 5687 0000,,,,,-27.958896,153.381173
325,South Eastern Melbourne,125 Golf Links Road,Frankston,Victoria,3199,03 9783 7277,,,,,-38.173447,145.149769
326,Western NSW,49 Hammond Street,Goodooga,New South Wales,2831,02 6820 6200,,,,,-29.110249,147.456114
327,Country WA,Forrest Street,Goomalling,Western Australia,6460,08 9629 0100,,,,,-31.303928,116.831102
328,Darling Downs and West Moreton,Bowen Street,Goondiwindi,Queensland,4390,07 4578 2400,,,,,-28.547951,150.302302
329,Northern Queensland,1-11 Highleigh Road,Gordonvale,Queensland,4865,07 4043 3100,,,,,-17.087337,145.786159
330,Hunter New England and Central Coast,76 Holden Street,Gosford,New South Wales,2250,02 4320 2111,,,,,-33.419451,151.340328
331,South Eastern NSW,130 Goldsmith Street,Goulburn,New South Wales,2580,02 4827 3111,,,,,-34.747527,149.712806
332,Murray,2 Graham Street,Shepparton,Victoria,3630,03 5832 2322,,,,,-36.363625,145.404911
333,Murray,64-68 Park Street,Tatura,Victoria,3616,03 5824 8400,,,,,-36.439082,145.225535
334,Murray,14 Coyle Street,Rushworth,Victoria,3612,03 5851 8050,,,,,-36.587827,145.008593
335,Northern Territory,80 Matthew Flinders Way,Nhulunbuy,Northern Territory,880,08 8987 0211,,,,,-12.18602,136.777874
336,Central and Eastern Sydney,Lagoon Road,Lord Howe Island,New South Wales,2898,02 6563 2000,,,,,-31.535603,159.071307
337,North Coast,174 Arthur Street,Grafton,New South Wales,2460,02 6640 2222,,,,,-29.674807,152.941274
338,Perth North,Brockway Road,Mount Claremont,Western Australia,6010,08 9347 6600,,,,,-31.961447,115.790855
339,,687 Logan Road,Greenslopes,Queensland,4120,1800 802 562,,,,,-27.510139,153.052889
340,,Newdegate Street,Greenslopes,Queensland,4120,07 3394 7111,,,,,-27.513052,153.046942
341,Northern Sydney,97-115 River Road,Greenwich,New South Wales,2065,02 9903 8333,,,,,-33.827329,151.183376
342,Western NSW,80-96 Cowra Road,Grenfell,New South Wales,2810,02 6349 1700,,,,,-33.894286,148.167843
343,Murrumbidgee,1 Noorebar Avenue,Griffith,New South Wales,2680,02 6969 5555,,,,,-34.282121,146.043774
344,,13 Dunrobin Road,Hove,South Australia,5048,08 8298 4299,,,,,-35.010285,138.523859
345,Western NSW,47 Bourbah Street,Gulargambone,New South Wales,2828,02 6827 4200,,,,,-31.329812,148.469216
346,Western NSW,34 Goolma Road,Gulgong,New South Wales,2852,02 6374 3400,,,,,-32.366871,149.521893
347,Country SA,2 Albert Street,Gumeracha,South Australia,5233,08 8209 9200,,,,,-34.826269,138.881575
348,Murrumbidgee,50 Tor Street,Gundagai,New South Wales,2722,02 6940 6300,,,,,-35.051394,148.101764
349,Hunter New England and Central Coast,2 Marquis Street,Gunnedah,New South Wales,2380,02 6741 8000,,,,,-30.983146,150.251339
350,Hunter New England and Central Coast,44-48 Sole Street,Guyra,New South Wales,2365,02 6738 4000,,,,,-30.213889,151.679112
351,"Central Queensland, Wide Bay and Sunshine Coast",12 Henry Street,Gympie,Queensland,4570,07 5489 8444,,,,,-26.184353,152.658258
352,,78-82 Channon Street,Gympie,Queensland,4570,07 5483 0500,,,,,-26.184392,152.664191
353,Country WA,70 Roberta Avenue,Halls Creek,Western Australia,6770,08 9168 9222,,,,,-18.226008,127.666046
354,Adelaide,207-255 Hampstead Road,Northfield,South Australia,5085,08 8222 1600,,,,,-34.860704,138.620381
355,Country WA,42 Hayward Street,Harvey,Western Australia,6220,08 9782 2222,,,,,-33.077554,115.896749
356,Country SA,Cradock Road,Hawker,South Australia,5434,08 8648 4007,,,,,-31.893389,138.427841
357,Nepean Blue Mountains,2 Day Street,Windsor,New South Wales,2756,02 4560 5555,,,,,-33.610712,150.820804
358,Murrumbidgee,351 Murray Street,Hay,New South Wales,2711,02 6990 8700,,,,,-34.500349,144.851433
359,Eastern Melbourne,377 Maroondah Highway,Healesville,Victoria,3777,03 5962 4300,,,,,-37.646879,145.529032
360,,13 Corporate Drive,Moorabbin,Victoria,3189,03 8551 8888,,,,,-37.947818,145.081172
361,Tasmania,Orr Street,Queenstown,Tasmania,7467,03 6471 3300,,,,,-42.081122,145.558303
362,Murray,39 Hospital Street,Heathcote,Victoria,3523,03 5431 0900,,,,,-36.925786,144.709499
363,Country WA,34 Colebatch Way,South Hedland,Western Australia,6722,08 9174 1410,,,,,-20.413541,118.598178
364,,177-179 Northern Road,Heidelberg Heights,Victoria,3081,03 9458 2200,,,,,-37.730589,145.060271
365,Eastern Melbourne,300 Waterdale Road,Heidelberg West,Victoria,3081,03 9496 5000,,,,,-37.755973,145.04749
366,Murrumbidgee,7 Keighran Street,Henty,New South Wales,2658,02 6929 4999,,,,,-35.515801,147.031847
367,Northern Queensland,23 Grace Street,Herberton,Queensland,4887,07 4096 1000,,,,,-17.379371,145.38175
368,"Central Queensland, Wide Bay and Sunshine Coast",Corner of Nissen and Uraween Roads,Pialba,Queensland,4655,07 4120 6666,,,,,-25.298697,152.820639
369,,146-150 Boat Harbour Drive,Pialba,Queensland,4655,07 4194 4000,,,,,-25.287202,152.834651
370,Western Victoria,8 Gosney Street,Winchelsea,Victoria,3241,03 5267 1200,,,,,-38.243369,143.985357
371,Western Victoria,21 Barclay Street,Heywood,Victoria,3304,03 5527 0555,,,,,-38.137788,141.624256
372,,4 Talford Street,Rockhampton,Queensland,4700,07 4932 1321,,,,,-23.377595,150.496076
373,Murrumbidgee,48C Burns Street,Hillston,New South Wales,2675,02 6961 7200,,,,,-33.478793,145.539032
374,,Argyle Street,Hobart,Tasmania,7000,03 6214 3000,,,,,-42.880752,147.329886
375,,Corner of Queen and Sargood Streets,Altona,Victoria,3018,03 9398 8800,,,,,-37.869448,144.828494
376,,566 Melton Highway,Sydenham,Victoria,3037,03 8361 6400,,,,,-37.693365,144.758677
377,,179 Princes Highway,Werribee,Victoria,3030,03 9731 8000,,,,,-37.890649,144.686494
378,Murrumbidgee,Bowler Street,Holbrook,New South Wales,2644,02 6036 2522,,,,,-35.723991,147.320276
379,,Monash Avenue,Nedlands,Western Australia,6009,08 9346 6000,,,,,-31.969693,115.809148
380,,490 South Road,Moorabbin,Victoria,3189,03 9567 9000,,,,,-37.935738,145.050581
381,,627 Rode Road,Chermside,Queensland,4032,07 3326 3000,,,,,-27.390688,153.022728
382,Northern Queensland,Tenth Avenue,Home Hill,Queensland,4806,07 4790 5700,,,,,-19.661764,147.416759
383,,88 Allied Drive,Arundel,Queensland,4214,07 5563 2930,,,,,-27.938981,153.380619
384,Northern Sydney,36-76 Palmerston Road,Hornsby,New South Wales,2077,02 9477 9123,,,,,-33.701448,151.112941
385,Northern Queensland,14 Richmond Hill Drive,Hughenden,Queensland,4821,07 4741 2800,,,,,-20.8424,144.1892
386,Hunter New England and Central Coast,Edith Street,Waratah,New South Wales,2298,02 4033 5000,,,,,-32.897873,151.720669
387,,20 Mawson Street,Shortland,New South Wales,2307,02 4944 3744,,,,,-32.883085,151.695054
388,,9 Mount Street,Hunters Hill,New South Wales,2110,02 8876 9300,,,,,-33.835273,151.150172
389,Tasmania,3278 Huon Highway,Franklin,Tasmania,7113,03 6264 7100,,,,,-43.080869,147.016382
390,,37 Gloucester Road,Hurstville,New South Wales,2220,02 9579 7777,,,,,-33.962333,151.095989
391,South Eastern NSW,,,New South Wales,2500,,,,,,-34.42623,150.891252
392,Northern Queensland,2-16 Mcilwraith Street,Ingham,Queensland,4850,07 4720 3000,,,,,-18.652293,146.164222
393,Murray,3 Hospital Street,Inglewood,Victoria,3517,03 5431 7000,,,,,-36.572147,143.873755
394,Darling Downs and West Moreton,Cunningham Highway,Inglewood,Queensland,4387,07 4652 0888,,,,,-28.417647,151.061856
395,Western Queensland,Fifth Avenue,Injune,Queensland,4454,07 4626 1188,,,,,-25.847096,148.562471
396,Northern Queensland,87 Rankin Street,Innisfail,Queensland,4860,07 4016 1411,,,,,-17.518939,146.030049
397,Hunter New England and Central Coast,41 Swanbrook Road,Inverell,New South Wales,2360,02 6721 9500,,,,,-29.770728,151.130139
398,,10 Churchill Street,Ipswich,Queensland,4305,07 3282 8800,,,,,-27.6184,152.7608
399,Darling Downs and West Moreton,Chelmsford Avenue,Ipswich,Queensland,4305,07 3810 1111,,,,,-27.619465,152.759313
400,Western NSW,11 Columbus Street,Ivanhoe,New South Wales,2878,02 6990 2200,,,,,-32.898193,144.298904
401,Country SA,South Terrace,Jamestown,South Australia,5491,08 8664 1406,,,,,-33.212265,138.616249
402,Darling Downs and West Moreton,13 Dalby Street,Jandowae,Queensland,4410,07 4668 4555,,,,,-26.781016,151.105313
403,Murrumbidgee,33-39 Southey Street,Jerilderie,New South Wales,2716,03 5886 1300,,,,,-35.356628,145.720596
404,,246 Clayton Road,Clayton,Victoria,3168,03 9594 2776,,,,,-37.9201,145.1225
405,,275 Moreland Road,Coburg,Victoria,3058,03 9385 2500,,,,,-37.754369,144.958398
406,,42 Inland Drive,Tugun,Queensland,4224,07 5598 9000,,,,,-28.153911,153.488616
407,Hunter New England and Central Coast,Lookout Road,New Lambton,New South Wales,2305,02 4921 3000,,,,,-32.922177,151.692438
408,,19/201 Wellington Parade Sth,East Melbourne,Victoria,3002,03 9654 8033,,,,,-37.816762,144.978596
409,,Corner of Grand Boulevard and Shenton Avenue,Joondalup,Western Australia,6027,08 9400 9400,,,,,-31.738788,115.77034
410,Perth North,Shenton Avenue,Joondalup,Western Australia,6027,08 9400 9030,,,,,-31.738788,115.771737
411,Northern Queensland,Beach Road,Palm Island,Queensland,4816,07 4752 5100,,,,,-18.732733,146.578731
412,Western Queensland,1 Burke Street,Julia Creek,Queensland,4823,07 4746 4000,,,,,-20.656096,141.749875
413,Murrumbidgee,67 Broadway Street,Junee,New South Wales,2663,02 6924 8200,,,,,-34.866914,147.581314
414,Central and Eastern Sydney,1300 Anzac Parade,Malabar,New South Wales,2036,02 9700 3000,,,,,-33.96907,151.243206
415,,40 Briant Road,Magill,South Australia,5072,08 8331 0811,,,,,-34.916913,138.669951
416,Perth North,Elizabeth Street,Kalamunda,Western Australia,6076,08 9257 8100,,,,,-31.966471,116.060267
417,Country WA,Kaiber Street,Kalbarri,Western Australia,6536,08 9937 0100,,,,,-27.712843,114.161574
418,Country WA,Piccadilly Street,Kalgoorlie,Western Australia,6430,08 9080 5888,,,,,-30.740839,121.470122
419,Country SA,3 to 7 The Esplanade,Kingscote,South Australia,5223,08 8553 4200,,,,,-35.652693,137.641289
420,Country SA,26 Nash Street,Kapunda,South Australia,5373,08 8566 2007,,,,,-34.330289,138.921679
421,,86 Kareena Road,Caringbah,New South Wales,2229,02 9717 0000,,,,,-34.034986,151.114186
422,South Western Sydney,Corner of The Horsley Drive and Mitchell Street,Carramar,New South Wales,2163,02 9794 2300,,,,,-33.879777,150.965763
423,Country SA,13 Stokes Road,Karoonda,South Australia,5307,08 8579 1111,,,,,-35.094226,139.889429
424,Country WA,"62 Balmoral Road, Pegs Creek",Karratha,Western Australia,6714,08 9144 7777,,,,,-20.732208,116.839511
425,Country WA,Clive Street,Katanning,Western Australia,6317,08 9821 6222,,,,,-33.683032,117.563409
426,Northern Territory,Gorge Road,Katherine,Northern Territory,850,08 8973 9211,,,,,-14.439002,132.272129
427,,14/5 Innovation Parkway,Birtinya,Queensland,4575,07 5413 9100,,,,,-26.733825,153.122164
428,Country WA,51-63 Gregory Street,Kellerberrin,Western Australia,6410,08 9045 6222,,,,,-31.628902,117.716531
429,North Coast,119 River Street,Kempsey,New South Wales,2440,02 6562 6155,,,,,-31.067841,152.820038
430,South Eastern NSW,Taralga Road,Kenmore,New South Wales,2580,02 4827 3303,,,,,-34.721253,149.751344
431,Murray,13 Burgoyne Street,Kerang,Victoria,3579,03 5450 9200,,,,,-35.724287,143.916563
432,South Eastern NSW,Bonaira Street,Kiama,New South Wales,2533,02 4233 1033,,,,,-34.682937,150.850514
433,Brisbane North,19 Brown Street,Kilcoy,Queensland,4515,07 5422 4411,,,,,-26.941009,152.561495
434,Country SA,15 Martin Terrace,Kimba,South Australia,5641,08 8627 2400,,,,,-33.143552,136.416013
435,Perth North,374 Bagot Road,Subiaco,Western Australia,6008,08 9340 2222,,,,,-31.950093,115.818576
436,Tasmania,Edward Street,Currie,Tasmania,7256,03 6462 9900,,,,,-39.931673,143.855453
437,Darling Downs and West Moreton,166 Youngman Street,Kingaroy,Queensland,4610,07 4162 9200,,,,,-26.532454,151.838307
438,South Eastern Melbourne,400 Warrigal Road,Cheltenham,Victoria,3192,03 9265 1000,,,,,-37.955018,145.078969
439,Country SA,Corner of Cooke and Young Streets,Kingston SE,South Australia,5275,08 8767 0222,,,,,-36.835501,139.848763
440,,"Level 1, 533 Kingsway",Miranda,New South Wales,2228,02 9717 0700,,,,,-34.034096,151.103827
441,Northern Queensland,138 Thuringowa Drive,Kirwan,Queensland,4817,07 4799 9800,,,,,-19.303796,146.731627
442,,262 Mountain Highway,Wantirna,Victoria,3152,03 9210 7000,,,,,-37.849645,145.228035
443,Country WA,Spring Street,Kojonup,Western Australia,6395,08 9831 2222,,,,,-33.829481,117.152903
444,Country WA,130 Graham Street,Kondinin,Western Australia,6367,08 9889 1000,,,,,-32.488949,118.265439
445,South Eastern Melbourne,215 Rossiter Road,Koo Wee Rup,Victoria,3981,03 5997 9679,,,,,-38.200653,145.484433
446,Country WA,Leake Street,Kununoppin,Western Australia,6489,08 9683 2044,,,,,-31.109682,117.922889
447,Country WA,96 Coolibah Drive,Kununurra,Western Australia,6743,08 9166 4222,,,,,-15.775404,128.734229
448,Hunter New England and Central Coast,432 Lang Street,Kurri Kurri,New South Wales,2327,02 4936 3200,,,,,-32.825017,151.463018
449,Murray,88 Fenaughty Street,Kyabram,Victoria,3620,03 5857 0200,,,,,-36.315539,145.042705
450,Murray,7-25 Caroline Chisholm Drive,Kyneton,Victoria,3444,03 5422 9900,,,,,-37.254431,144.469742
451,North Coast,199 Summerland Way,Kyogle,New South Wales,2474,02 6632 1522,,,,,-28.627124,153.001742
452,,Corner Kingsbury Drive & Plenty Road,Bundoora,Victoria,3083,03 9473 8900,,,,,-37.716679,145.044334
453,Western NSW,Lot 1 Elgin Street,Forbes,New South Wales,2871,02 6850 7100,,,,,-33.396281,148.013831
454,Western NSW,2 Morrissey Way,Parkes,New South Wales,2870,02 6861 2400,,,,,-33.151507,148.169757
455,,Bobbin Head Road,North Turramurra,New South Wales,2074,02 9488 0111,,,,,-33.726718,151.139119
456,Darling Downs and West Moreton,75 William Street,Laidley,Queensland,4341,07 5466 8100,,,,,-27.632725,152.400015
457,Murrumbidgee,Uabba Street,Lake Cargelligo,New South Wales,2672,02 6898 1200,,,,,-33.292027,146.374304
458,Country WA,Stubbs Street,Lake Grace,Western Australia,6353,08 9890 2222,,,,,-33.102524,118.452658
459,,3 Sydney Street,Gateshead,New South Wales,2290,02 4943 3122,,,,,-32.981232,151.691719
460,Country SA,1A Vardon Terrace,Lameroo,South Australia,5302,08 8576 4600,,,,,-35.328203,140.514643
461,Gippsland,10 Village Avenue,Traralgon,Victoria,3844,03 5173 8000,,,,,-38.218475,146.471335
462,Tasmania,274-280 Charles Street,Launceston,Tasmania,7250,03 6777 6777,,,,,-41.446634,147.142059
463,Country SA,Mill Street,Laura,South Australia,5480,08 8663 2568,,,,,-33.174925,138.298687
464,Country WA,Beria Road,Laverton,Western Australia,6440,08 9088 2600,,,,,-28.626817,122.399861
465,,72 Phillip Street,Thirroul,New South Wales,2515,02 4267 2811,,,,,-34.310173,150.917631
466,Murrumbidgee,1 Myall Street,Leeton,New South Wales,2705,02 6953 1111,,,,,-34.545222,146.408831
467,Country SA,Black Oak Drive,Leigh Creek,South Australia,5731,08 8678 6022,,,,,-30.593186,138.399925
468,Country WA,Sadie Canning Drive,Leonora,Western Australia,6438,08 9080 4300,,,,,-28.894319,121.337492
469,Western NSW,Lot 25 Pandora Street,Lightning Ridge,New South Wales,2834,02 6829 9999,,,,,-29.429973,147.981869
470,,12 Linacre Road,Hampton,Victoria,3188,03 9598 9666,,,,,-37.942699,145.003259
471,North Coast,60 Uralba Street,Lismore,New South Wales,2480,02 6621 8000,,,,,-28.809191,153.291045
472,Nepean Blue Mountains,2 Col Drewe Drive,Lithgow,New South Wales,2790,02 6350 2300,,,,,-33.498751,150.127701
473,,105-119 Longstaff Avenue,Chipping Norton,New South Wales,2170,02 9601 4488,,,,,-33.926324,150.953704
474,,1-11 Moore Street,Liverpool,New South Wales,2170,02 9734 7000,,,,,-33.922953,150.926861
475,South Western Sydney,Lot 2 Elizabeth Street,Liverpool,New South Wales,2170,02 9828 3000,,,,,-33.919966,150.930776
476,Murrumbidgee,53-55 Hebden Street,Lockhart,New South Wales,2656,02 6930 7100,,,,,-35.222378,146.719064
477,,2-3/3276 Mt Lindesay Hwy,Browns Plains,Queensland,4118,07 3809 2893,,,,,-27.659112,153.038795
478,Brisbane South,Corner of Armstrong and Loganlea Roads,Meadowbrook,Queensland,4131,07 3299 8899,,,,,-27.670169,153.141732
479,Hunter New England and Central Coast,Wyong Road,Killarney Vale,New South Wales,2261,02 4336 7700,,,,,-33.369012,151.468538
480,Western Queensland,Jabiru Street,Longreach,Queensland,4730,07 4658 4700,,,,,-23.439033,144.260873
481,Western Victoria,1 Albert Street,Lorne,Victoria,3232,03 5289 4300,,,,,-38.545513,143.980743
482,Western NSW,80-110 Cobbora Road,Dubbo,New South Wales,2830,02 6841 8500,,,,,-32.238511,148.627361
483,Country SA,Drabsch Street,Loxton,South Australia,5333,08 8584 8555,,,,,-34.454695,140.564296
484,Adelaide,Haydown Road,Elizabeth Vale,South Australia,5112,08 8182 9000,,,,,-34.747607,138.664798
485,Northern Queensland,475 Bridge Road,Mackay,Queensland,4740,07 4885 6000,,,,,-21.145792,149.155325
486,,57 Norris Road,North Mackay,Queensland,4740,07 4942 3848,,,,,-21.113723,149.166763
487,,85 Willetts Road,North Mackay,Queensland,4740,07 4942 0777,,,,,-21.129471,149.16544
488,North Coast,14-22 Boundary Street,Macksville,New South Wales,2447,02 6568 0666,,,,,-30.713725,152.919838
489,North Coast,21 Union Street,Maclean,New South Wales,2463,02 6640 0111,,,,,-29.454219,153.201094
490,Northern Sydney,1 Wicks Road,North Ryde,New South Wales,2113,02 9888 1222,,,,,-33.802312,151.124818
491,,3 Technology Place,Macquarie University,New South Wales,2109,02 9812 3000,,,,,-33.773484,151.117877
492,Northern Sydney,3/25-29 Hunter St,Hornsby,New South Wales,2077,02 8445 0633,,,,,-33.703145,151.100395
493,Hunter New England and Central Coast,550-560 High Street,Maitland,New South Wales,2320,02 4939 2000,,,,,-32.726723,151.545887
494,Murray,Chapel Street,Maldon,Victoria,3463,03 5475 2000,,,,,-36.992672,144.063677
495,"Central Queensland, Wide Bay and Sunshine Coast",17 Bean Street,Maleny,Queensland,4552,07 5420 5000,,,,,-26.754893,152.844972
496,Murray,28 Britt Street,Ouyen,Victoria,3490,03 5092 1111,,,,,-35.074349,142.312345
497,Murray,33-43 McClelland Avenue,Sea Lake,Victoria,3533,03 5070 2155,,,,,-35.500395,142.858003
498,,5 Winton Vale Crescent,Malvern East,Victoria,3145,03 9885 9621,,,,,-37.866954,145.060765
499,Murray,37 Pioneer Street,Manangatang,Victoria,3546,03 5035 1500,,,,,-35.050955,142.880512
500,Hunter New England and Central Coast,143 Court Street,Manilla,New South Wales,2346,02 6785 4000,,,,,-30.745717,150.732249
501,Hunter New England and Central Coast,26 York Street,Taree,New South Wales,2430,02 6592 9111,,,,,-31.910418,152.454485
